Institute_name,Grid_id,Type,Established_year,Institute_link,Wikipedia_link,Alias_list,City,City_geoNames_Code,City_geoNames_id,Country,Country_geoNames_Code,Country_geoNames_id,NUTS1_name,NUTS1_code,NUTS2_name,NUTS2_code,NUTS3_name,NUTS3_code
Otgontenger University,grid.444583.a,Education,1991 CE,https://www.otgontenger.edu.mn/,,,Ulan Bator,,,Mongolia,MN,,,,,,,
City University of Macau,grid.445020.7,Education,1981 CE,https://www.cityu.edu.mo,https://en.wikipedia.org/wiki/City_University_of_Macau,"University of East Asia,Asia International Open University,CityU,",Macau,,,China,CN,,,,,,,
Fjord Marin (Norway),grid.457822.e,Company,2000 CE,http://www.fjord-marin.no/,,,Brønnøysund,,,Norway,NO,,,,,,,
Falck Nutec (Norway),grid.457823.f,Company,1976 CE,http://www.falcknutec.no/en/,,,Bergen,,,Norway,NO,,,,,,,
ENOVA (Norway),grid.457824.8,Company,2001 CE,http://www.enova.no/,https://en.wikipedia.org/wiki/Enova_SF,,Trondheim,,,Norway,NO,,,,,,,
Fanbooster (Norway),grid.457825.9,Company,2010 CE,http://fanbooster.com/,,,Kongsberg,,,Norway,NO,,,,,,,
Equator Aircraft Norway,grid.457854.f,Other,2011 CE,http://www.equatoraircraft.com/,,"EAN,",Oslo,,,Norway,NO,,,,,,,
Fupe Systems (Norway),grid.457855.e,Company,2009 CE,http://www.fupe.com/,,,Falkhytta,,,Norway,NO,,,,,,,
Furore film (Norway),grid.457856.d,Company,2008 CE,http://www.furorefilm.no/,,,Oslo,,,Norway,NO,,,,,,,
Eramet (Norway),grid.457857.c,Company,1913 CE,http://eramet.no/en/,https://en.wikipedia.org/wiki/Eramet,,Porsgrunn,,,Norway,NO,,,,,,,
Directorate for Mathematical & Physical Sciences,grid.457875.c,Government,,http://www.nsf.gov/dir/index.jsp?org=MPS,,"NSF MPS,",Arlington,,,United States,US,,,,,,,
Fornebu Consulting (Norway),grid.457876.f,Company,1998 CE,http://www.fornebuconsulting.com/,,,Lysaker,,,Norway,NO,,,,,,,
Ferrx (Norway),grid.457877.e,Company,2005 CE,http://www.ferrx.no/,,,Trondheim,,,Norway,NO,,,,,,,
Division of Astronomical Sciences,grid.457878.1,Government,,http://www.nsf.gov/div/index.jsp?div=ast,,"NSF AST,",Arlington,,,United States,US,,,,,,,
Genderguide (Norway),grid.457879.0,Company,2005 CE,http://www.genderguide.no/visartikkel.asp?id=899,,,Stavanger,,,Norway,NO,,,,,,,
Division of Physics,grid.457893.4,Government,,http://www.nsf.gov/div/index.jsp?div=phy,,"NSF PHY,",Arlington,,,United States,US,,,,,,,
Finance Norway,grid.457894.3,Other,2010 CE,https://www.fno.no/en/,https://en.wikipedia.org/wiki/Finance_Norway,"Finans Norge,",Oslo,,,Norway,NO,,,,,,,
Eurofins (Norway),grid.457895.2,Company,1987 CE,http://www.eurofins.no/,https://en.wikipedia.org/wiki/Eurofins_Scientific,,Moss,,,Norway,NO,,,,,,,
National Science Board,grid.457896.1,Government,,http://www.nsf.gov/nsb/,,"NSF NSB,",Arlington,,,United States,US,,,,,,,
FiReCo (Norway),grid.457917.9,Company,1991 CE,http://www.fireco.no/,,,Fredrikstad,,,Norway,NO,,,,,,,
National Center for Science and Engineering Statistics,grid.457921.c,Government,,http://www.nsf.gov/statistics/,,"NSF NCSE,",Arlington,,,United States,US,,,,,,,
Glamox (Norway),grid.457923.e,Company,1947 CE,http://glamox.com/,,,Oslo,,,Norway,NO,,,,,,,
Fraktefartøyenes Rederiforening (Norway),grid.457940.b,Company,,http://www.fraktefartoyene.no/,,,Bergen,,,Norway,NO,,,,,,,
Alfa Laval (Norway),grid.457942.9,Company,1883 CE,https://www.alfalaval.no/,https://en.wikipedia.org/wiki/Alfa_Laval,,Billingstad,,,Norway,NO,,,,,,,
Graminor (Norway),grid.457943.8,Company,2002 CE,http://graminor.no/en,,,Hamar,,,Norway,NO,,,,,,,
Gran Tre (Norway),grid.457944.f,Company,1973 CE,http://www.grantre.no/,,,Jaren,,,Norway,NO,,,,,,,
Grieg Group (Norway),grid.457971.9,Company,2007 CE,https://grieg.no/,https://en.wikipedia.org/wiki/Grieg_Group,,Bergen,,,Norway,NO,,,,,,,
Kirkland and District Hospital,grid.460688.4,Healthcare,1976 CE,http://www.kdhospital.com/,https://en.wikipedia.org/wiki/Kirkland_and_District_Hospital,,Kirkland Lake,,,Canada,CA,,,,,,,
South African National AIDS Council,grid.463620.5,Government,,http://sanac.org.za/,,"SANAC,",Pretoria,,,South Africa,ZA,,,,,,,
Zakład Automatyki Przemysłowej (Poland),grid.460683.f,Company,1985 CE,http://www.zapbp.com.pl/home_en.html,,"ZAP B.P.,",Kutno,,,Poland,PL,,REGION CENTRALNY,PL1,Łódzkie,PL11,Skierniewicki,PL117
Andre Abrasive Articles (Poland),grid.460682.e,Company,1987 CE,http://www.andreabrasive.com/,,,Piła,,,Poland,PL,,REGION PÓŁNOCNO-ZACHODNI,PL4,Wielkopolskie,PL41,Pilski,PL411
Staatliches Naturhistorisches Museum,grid.462857.a,Archive,1754 CE,http://www.3landesmuseen.de/,https://en.wikipedia.org/wiki/State_Natural_History_Museu...,"State Natural History Museum,SNHM,",Braunschweig,,,Germany,DE,,NIEDERSACHSEN,DE9,Braunschweig,DE91,"Braunschweig, Kreisfreie Stadt",DE911
Zakład Wodociągów i Kanalizacji (Poland),grid.460681.d,Company,1925 CE,http://www.zwik.lodz.pl/,,,Łódź,,,Poland,PL,,REGION CENTRALNY,PL1,Łódzkie,PL11,Łódzki,PL114
Humboldt District Hospital,grid.460680.c,Healthcare,1911 CE,https://www.saskatoonhealthregion.ca/locations_services/l...,https://en.wikipedia.org/wiki/Humboldt_District_Hospital,"St. Elizabeth's Hospital,HDHC,",Humboldt,,,Canada,CA,,,,,,,
International Hospital of Bahrain,grid.460675.6,Healthcare,1978 CE,http://www.ihb.net/,https://en.wikipedia.org/wiki/International_Hospital_of_B...,"IHB,",Manama,,,Bahrain,BH,,,,,,,
Hillsborough Hospital,grid.460674.7,Healthcare,1879 CE,http://www.gov.pe.ca/peihealthsystems/index.php3?number=1...,https://en.wikipedia.org/wiki/Hillsborough_Hospital,,Charlottetown,,,Canada,CA,,,,,,,
Lester (Poland),grid.460673.0,Company,1996 CE,http://www.lester-kwidzyn.eu/,,,Kwidzyn,,,Poland,PL,,REGION PÓŁNOCNY,PL6,Pomorskie,PL63,Starogardzki,PL638
Swets (Netherlands),grid.462876.9,Company,1901 CE,http://www.swetsinformationservices.com,https://en.wikipedia.org/wiki/Swets,"Koninklijke Swets & Zeitlinger Holding NV,Royal Swets & Zeitlinger Holding NV,",Leiden,,,Netherlands,NL,,WEST-NEDERLAND,NL3,Zuid-Holland,NL33,Agglomeratie Leiden en Bollenstreek,NL337
New Century International Hospital for Children,grid.460672.1,Healthcare,2005 CE,http://www.ncich.com.cn/,https://en.wikipedia.org/wiki/Beijing_New_Century_Interna...,"NCICH,",Beijing,,,China,CN,,,,,,,
Thomas Embling Hospital,grid.460663.1,Healthcare,2000 CE,http://www.forensicare.vic.gov.au/page.aspx?o=teh,https://en.wikipedia.org/wiki/Thomas_Embling_Hospital,,Fairfield,,,Australia,AU,,,,,,,
Hospital Tobar García,grid.460662.0,Healthcare,1968 CE,,https://en.wikipedia.org/wiki/Hospital_Tobar_Garc%C3%ADa,"Hospital Infanto Juvenil Dra. Carolina Tobar Garcia,",Buenos Aires,,,Argentina,AR,,,,,,,
AREX (Poland),grid.460661.3,Company,1989 CE,"http://www.arex.pl/index,s20.html",,,Gdynia,,,Poland,PL,,REGION PÓŁNOCNY,PL6,Pomorskie,PL63,Trójmiejski,PL633
Hospital Carlos Van Buren,grid.460660.2,Healthcare,1772 CE,http://www.hospitalcarlosvanburen.cl/,https://en.wikipedia.org/wiki/Hospital_Carlos_Van_Buren,,Valparaíso,,,Chile,CL,,,,,,,
Wyższa Szkoła Technologii Informatycznych w Warszawie,grid.460655.4,Education,2004 CE,http://vizja.net/,,"WSTI,",Warsaw,,,Poland,PL,,REGION CENTRALNY,PL1,Mazowieckie,PL12,Miasto Warszawa,PL127
Vernon Jubilee Hospital,grid.460654.5,Healthcare,1897 CE,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info...,https://en.wikipedia.org/wiki/Vernon_Jubilee_Hospital,"VJH,",Vernon,,,Canada,CA,,,,,,,
Etobicoke General Hospital,grid.460653.2,Healthcare,1972 CE,http://www.williamoslerhs.ca/about-osler/osler's-faciliti...,https://en.wikipedia.org/wiki/Etobicoke_General_Hospital,"EGH,",Toronto,,,Canada,CA,,,,,,,
University of Computer Engineering and Telecommunications,grid.460652.3,Education,2002 CE,http://wstkt.pl/en/,,"Wyższa Szkoła Technik Komputerowych i Telekomunikacji w Kielcach,WSTKT,",Kielce,,,Poland,PL,,REGION WSCHODNI,PL3,Świętokrzyskie,PL33,Kielecki,PL331
Radiotechnika Marketing (Poland),grid.460643.3,Company,1947 CE,http://radiotechnika.com.pl/en/,,,Wrocław,,,Poland,PL,,REGION POŁUDNIOWO-ZACHODNI,PL5,Dolnośląskie,PL51,Miasto Wrocław,PL514
Endocontrol (France),grid.462903.a,Company,2006 CE,http://www.endocontrol-medical.com/en/welcome/,,,La Tronche,,,France,FR,,CENTRE-EST,FR7,Rhône-Alpes,FR71,Isère,FR714
Devon General Hospital,grid.460642.2,Healthcare,1954 CE,http://www.albertahealthservices.ca/info/facility.aspx?id...,https://en.wikipedia.org/wiki/Devon_General_Hospital,,Devon,,,Canada,CA,,,,,,,
European University of Tirana,grid.460641.1,Education,2006 CE,http://www.uet.edu.al/index.php/en/,https://en.wikipedia.org/wiki/European_University_of_Tirana,"Universiteti Europian i Tiranës,UET,",Tirana,,,Albania,AL,,,,,,,
Pyhäjärvi Institute,grid.460640.0,Facility,1989 CE,http://www.pyhajarvi-instituutti.fi/english/,,,Säkylä,,,Finland,FI,,MANNER-SUOMI,FI1,Etelä-Suomi,FI1C,Varsinais-Suomi,FI1C1
Nutrition Sciences (Belgium),grid.426020.2,Company,,http://www.nutrition-sciences.com/,,,Gent,,,Belgium,BE,,VLAAMS GEWEST,BE2,Prov. Oost-Vlaanderen,BE23,Arr. Gent,BE234
NeuroDevNet,grid.429756.b,Facility,,http://www.neurodevnet.ca/,,,Vancouver,,,Canada,CA,,,,,,,
Living Springs Community Church,grid.429667.8,Archive,2002 CE,http://www.livingspringscc.org/information,,,Glenwood,,,United States,US,,,,,,,
Mission Children's Hospital,grid.429668.7,Healthcare,1994 CE,https://missionhealth.org/member-hospitals/childrens/,,,Asheville,,,United States,US,,,,,,,
North Carolina Society of Hispanic Professionals,grid.429669.6,Education,1999 CE,http://thencshp.org/,,"NCSHP,NC Society of Hispanic Professionals,",Cary,,,United States,US,,,,,,,
LivingWell Cancer Resource Center,grid.429670.e,Healthcare,2005 CE,https://livingwellcrc.org/,,,Geneva,,,United States,US,,,,,,,
Mission Health,grid.429672.c,Healthcare,1885 CE,https://missionhealth.org/,https://en.wikipedia.org/wiki/Mission_Health_System,,Asheville,,,United States,US,,,,,,,
North Carolina Virtual Public School,grid.429673.d,Education,2005 CE,https://ncvps.org/,https://en.wikipedia.org/wiki/North_Carolina_Virtual_Publ...,"NCVPS,",Raleigh,,,United States,US,,,,,,,
NC Little Memorial Hospice,grid.429674.a,Nonprofit,1996 CE,https://www.littlehospice.org/,,,Edina,,,United States,US,,,,,,,
North Carolina Zoo Society,grid.429675.b,Archive,1976 CE,https://www.nczoo.org/,,,Asheboro,,,United States,US,,,,,,,
New York State Office of Children and Family Services,grid.429676.8,Government,1998 CE,http://ocfs.ny.gov/main/,https://en.wikipedia.org/wiki/New_York_State_Office_of_Ch...,"OCFS,",Rensselaer,,,United States,US,,,,,,,
NeuroVigil (United States),grid.429817.1,Company,2007 CE,https://neurovigil.com/,,,La Jolla,,,United States,US,,,,,,,
North Colorado Medical Center Foundation,grid.429678.6,Healthcare,1975 CE,https://ncmcfoundation.org/,,"NCMC,",Greeley,,,United States,US,,,,,,,
Lori Arquilla Andersen Foundation,grid.429702.a,Nonprofit,,http://www.laafinc.org/,,"LAAF,",Des Plaines,,,United States,US,,,,,,,
North Country Home Health & Hospice Agency,grid.429679.7,Healthcare,1971 CE,https://northcountryhomehealth-hospice.org/,,"NCHHHA,",Littleton,,,United States,US,,,,,,,
North Country Hospital,grid.429680.1,Healthcare,1919 CE,https://www.northcountryhospital.org/,https://en.wikipedia.org/wiki/North_Country_Hospital,"Orleans County Memorial Hospital,",Newport,,,United States,US,,,,,,,
Lomi School Foundation and Psychotherapy Clinic,grid.429682.3,Education,,,,,Santa Rosa,,,United States,US,,,,,,,
Lone Star Paralysis Foundation,grid.429683.2,Nonprofit,1979 CE,https://www.lonestarparalysis.org/,,"LSPF,",Austin,,,United States,US,,,,,,,
North Fork Breast Health Coalition,grid.429685.4,Healthcare,1998 CE,https://www.northforkbreasthealth.org/,,"NFBHC,",Riverhead,,,United States,US,,,,,,,
National Children's Cancer Society,grid.429687.6,Nonprofit,1987 CE,https://www.thenccs.org/,https://en.wikipedia.org/wiki/National_Children's_Cancer_...,"NCCS,",St. Louis,,,United States,US,,,,,,,
Subsea Technologies (United Kingdom),grid.426009.9,Company,2010 CE,http://www.subseatek.com/,,"STL,",Aberdeen,,,United Kingdom,GB,,SCOTLAND,UKM,North Eastern Scotland,UKM5,Aberdeen City and Aberdeenshire,UKM50
Long Island Association,grid.429688.9,Nonprofit,1926 CE,http://www.longislandassociation.org/,https://en.wikipedia.org/wiki/Long_Island_Association,"LIA,",Melville,,,United States,US,,,,,,,
Long Island Community Foundation,grid.429690.0,Nonprofit,1978 CE,http://www.licf.org/,,"LICF,",Melville,,,United States,US,,,,,,,
Long Island Junior Soccer League,grid.429691.1,Nonprofit,1966 CE,https://lijsoccer.com/,,"LIJSL,",Ronkonkoma,,,United States,US,,,,,,,
National Consensus Project for Quality Palliative Care,grid.429692.2,,,,,,Pittsburgh,,,United States,US,,,,,,,
Housing Studies Association,grid.500252.0,Other,1991 CE,https://housing-studies-association.org/,,,Sheffield,,,United Kingdom,GB,,YORKSHIRE AND THE HUMBER,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
Howard Cottage Housing Association,grid.500253.1,Nonprofit,1911 CE,https://www.howard-cottage.co.uk/,,"HC,",Letchworth Garden City,,,United Kingdom,GB,,EAST OF ENGLAND,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
Federal Ministry of Justice and Consumer Protection,grid.500254.6,Government,1877 CE,https://www.bmjv.de/EN/Home/home_node.html,https://en.wikipedia.org/wiki/Federal_Ministry_of_Justice...,"Reichsjustizamt,BMJV,",Berlin,,,Germany,DE,,BERLIN,DE3,Berlin,DE30,Berlin,DE300
Jilian Technology Group (China),grid.511254.6,Company,2012 CE,https://videojj.com/,,,Shanghai,,,China,CN,,,,,,,
Hospital Raja Perempuan Zainab II,grid.500264.5,Healthcare,1920 CE,http://hrpz2.moh.gov.my/v3/,,,Kota Bharu,,,Malaysia,MY,,,,,,,
i2r Medical (United Kingdom),grid.500265.4,Company,2009 CE,http://i2rmedical.com/,,,Bournemouth,,,United Kingdom,GB,,SOUTH WEST (ENGLAND),UKK,Dorset and Somerset,UKK2,Bournemouth and Poole,UKK21
The IARS International Institute,grid.500267.6,Nonprofit,2001 CE,https://www.iars.org.uk/,,,London,,,United Kingdom,GB,,LONDON,UKI,Inner London - West,UKI3,Westminster,UKI32
International Brecht Society,grid.500362.2,Other,1970 CE,http://www.brechtsociety.org/,,"IBS,",Madison,,,United States,US,,,,,,,
Hospital Regional de Talca,grid.500272.2,Healthcare,1803 CE,https://www.hospitaldetalca.cl,,"Hospital Dr. César Garavagno Burotto,HRT,",Talca,,,Chile,CL,,,,,,,
PLA Academy of Military Science,grid.500274.4,Facility,1958 CE,https://militaryschooldirectory.com/china-pla-academy-of-...,https://en.wikipedia.org/wiki/PLA_Academy_of_Military_Sci...,"AMS,",Beijing,,,China,CN,,,,,,,
Unlimited Group (United Kingdom),grid.500275.5,Company,1925 CE,https://www.unlimitedgroup.com/,https://en.wikipedia.org/wiki/Creston_plc,"Creston,",London,,,United Kingdom,GB,,LONDON,UKI,Inner London - West,UKI3,Westminster,UKI32
Honghu People’s Hospital,grid.511424.7,Healthcare,1951 CE,http://www.hhrmyy.com/,,,Jingzhou,,,China,CN,,,,,,,
Igennus Healthcare Nutrition (United Kingdom),grid.500280.f,Company,2004 CE,https://igennus.com/,,,Cambridge,,,United Kingdom,GB,,EAST OF ENGLAND,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
The Hepatitis C Trust,grid.500283.c,Other,2001 CE,http://www.hepctrust.org.uk/,https://en.wikipedia.org/wiki/The_Hepatitis_C_Trust,,London,,,United Kingdom,GB,,LONDON,UKI,Inner London - West,UKI3,Westminster,UKI32
iHealth,grid.500284.b,Healthcare,,http://www.ihealthltd.com/,,,Weybridge,,,United Kingdom,GB,,SOUTH EAST (ENGLAND),UKJ,"Surrey, East and West Sussex",UKJ2,West Surrey,UKJ25
Hereford Health and Safety Group,grid.500289.6,Nonprofit,1968 CE,http://herefordhsg.co.uk/,,"Herefordshire Health and Safety Group,",Hereford,,,United Kingdom,GB,,WEST MIDLANDS (ENGLAND),UKG,"Herefordshire, Worcestershire and Warwickshire",UKG1,"Herefordshire, County of",UKG11
Insect Research Systems (United Kingdom),grid.500290.e,Company,2013 CE,http://www.insectresearchsystems.com,,,Warwick,,,United Kingdom,GB,,WEST MIDLANDS (ENGLAND),UKG,"Herefordshire, Worcestershire and Warwickshire",UKG1,Warwickshire,UKG13
In Flanders Fields Museum,grid.500291.f,Archive,1998 CE,http://www.inflandersfields.be/en,https://en.wikipedia.org/wiki/In_Flanders_Fields_Museum,"Ypres Salient Memorial Museum,",Ieper,,,Belgium,BE,,VLAAMS GEWEST,BE2,Prov. West-Vlaanderen,BE25,Arr. Ieper,BE253
Institute for Justice & Democracy in Haiti,grid.500297.9,Nonprofit,2004 CE,http://www.ijdh.org,https://en.wikipedia.org/wiki/Institute_for_Justice_%26_D...,"IJDH,",Boston,,,United States,US,,,,,,,
Stichting Hester,grid.500298.6,Other,1998 CE,http://www.hester.nu/,,,The Hague,,,Netherlands,NL,,WEST-NEDERLAND,NL3,Zuid-Holland,NL33,Agglomeratie 's-Gravenhage,NL332
Hft,grid.500299.7,Other,1960 CE,https://www.hft.org.uk/,,"HF Trust Ltd,Home Farm Trust,",Bristol,,,United Kingdom,GB,,SOUTH WEST (ENGLAND),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
High Force Research (United Kingdom),grid.500300.6,Company,1988 CE,https://www.highforceresearch.com/,,"HFR,",Durham,,,United Kingdom,GB,,NORTH EAST (ENGLAND),UKC,Tees Valley and Durham,UKC1,Durham CC,UKC14
FernUni Schweiz,grid.508727.f,Education,1992 CE,https://fernuni.ch/,,,Brig,,,Switzerland,CH,,,,,,,
Institute of Practitioners in Advertising,grid.500305.3,Other,1917 CE,https://ipa.co.uk/,https://en.wikipedia.org/wiki/Institute_of_Practitioners_...,"IPA,",London,,,United Kingdom,GB,,LONDON,UKI,Inner London - West,UKI3,Westminster,UKI32
Higher Education Statistics Agency,grid.500306.0,Other,1993 CE,https://www.hesa.ac.uk/,https://en.wikipedia.org/wiki/Higher_Education_Statistics...,"HESA,",Cheltenham,,,United Kingdom,GB,,SOUTH WEST (ENGLAND),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Gloucestershire,UKK13
Manchester Grammar School,grid.454326.2,Education,1515 CE,http://mgs.org/,https://en.wikipedia.org/wiki/Manchester_Grammar_School,"MGS,",Manchester,,,United Kingdom,GB,,NORTH WEST (ENGLAND),UKD,Greater Manchester,UKD3,Manchester,UKD33
Namal College,grid.454328.c,Education,2008 CE,https://www.namal.edu.pk/,https://en.wikipedia.org/wiki/Namal_College,,Mianwali,,,Pakistan,PK,,,,,,,
Centro Universitario de Tecnología y Arte Digital,grid.454334.1,Education,2011 CE,https://www.u-tad.com/en/,,"U-TAD,",Las Rozas de Madrid,,,Spain,ES,,COMUNIDAD DE MADRID,ES3,Comunidad de Madrid,ES30,Madrid,ES300
Vancouver Community College,grid.454335.0,Education,1965 CE,http://www.vcc.ca/,https://en.wikipedia.org/wiki/Vancouver_Community_College,"VCC,",Vancouver,,,Canada,CA,,,,,,,
VUC Aarhus,grid.454336.3,Education,2007 CE,http://www.vucaarhus.dk/,https://en.wikipedia.org/wiki/VUC_Aarhus,"Voksen Uddannelses Center Aarhus,",Århus,,,Denmark,DK,,DANMARK,DK0,Midtjylland,DK04,Østjylland,DK042
Instituto Federal Catarinense,grid.454337.2,Facility,1954 CE,http://ifc.edu.br/,,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense,",Blumenau,,,Brazil,BR,,,,,,,
Instituto Tecnológico de Soledad Atlántico,grid.454353.0,Education,1997 CE,http://www.itsa.edu.co/,,"ITSA,",Soledad,,,Colombia,CO,,,,,,,
ITESCIA,grid.454354.7,Education,2013 CE,http://www.itescia.fr/,,,Cergy,,,France,FR,,ÎLE DE FRANCE,FR1,Île de France,FR10,Val-d'Oise,FR108
KDU University College,grid.454356.5,Education,1983 CE,http://www.kdu.edu.my/,https://en.wikipedia.org/wiki/KDU_University_College,"Kolej Damansara Utama,KDU,",George Town,,,Malaysia,MY,,,,,,,
Jesuïtes Educació,grid.454358.b,Education,,http://www.fje.edu/ca/la-fundacio-jesuites-educacio,,,Barcelona,,,Spain,ES,,ESTE,ES5,Cataluña,ES51,Barcelona,ES511
Maine School of Science and Mathematics,grid.454360.0,Education,1995 CE,http://www.mssm.org/,https://en.wikipedia.org/wiki/Maine_School_of_Science_and...,"MSSM,",Limestone,,,United States,US,,,,,,,
NIHR Leeds Musculoskeletal Biomedical Research Unit,grid.454370.1,Government,2008 CE,http://lmbru.leeds.ac.uk/,,,Leeds,,,United Kingdom,GB,,YORKSHIRE AND THE HUMBER,UKE,West Yorkshire,UKE4,Leeds,UKE42
NIHR Leicester Cardiovascular Biomedical Research Unit,grid.454371.0,Government,2009 CE,http://www2.le.ac.uk/research/current-research/bru,,,Leicester,,,United Kingdom,GB,,EAST MIDLANDS (ENGLAND),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
"NIHR Leicester-Loughborough Diet, Lifestyle and Physical Activity Biomedical Research Unit",grid.454372.3,Government,2006 CE,http://www.ll.dlpa.bru.nihr.ac.uk/,,,Leicester,,,United Kingdom,GB,,EAST MIDLANDS (ENGLAND),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
NIHR Maudsley Dementia Biomedical Research Unit,grid.454378.9,Government,2007 CE,http://brc.slam.nhs.uk/,,,London,,,United Kingdom,GB,,LONDON,UKI,Inner London - West,UKI3,Westminster,UKI32
NIHR Newcastle Biomedical Research Centre,grid.454379.8,Facility,,http://www.ageingresearch.org/bru/,,"NIHR Newcastle BRC,",Newcastle upon Tyne,,,United Kingdom,GB,,NORTH EAST (ENGLAND),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NIHR Nottingham Digestive Diseases Biomedical Research Unit,grid.454381.f,Government,2012 CE,http://www.nddcbru.org.uk/,,,Nottingham,,,United Kingdom,GB,,EAST MIDLANDS (ENGLAND),UKF,Derbyshire and Nottinghamshire,UKF1,South Nottinghamshire,UKF16
Assistive Technology Resource Centers of Hawaii,grid.454400.1,Nonprofit,1991 CE,http://www.atrc.org/,,"ATRC,",Honolulu,,,United States,US,,,,,,,
Metalite Industries (United States),grid.454402.3,Company,1805 CE,http://metaliteind.com/,,,Spokane,,,United States,US,,,,,,,
Hillside Rehabilitation Hospital,grid.454405.4,Healthcare,1928 CE,http://www.valleycareofohio.net/locations/hillside-rehabi...,,,Warren,,,United States,US,,,,,,,
Community Services for Autistic Adults and Children,grid.454421.2,Nonprofit,1979 CE,http://csaac.org/,,"CSAAC,",Montgomery Village,,,United States,US,,,,,,,
American Printing House for the Blind,grid.454422.1,Nonprofit,1930 CE,http://www.aph.org/,https://en.wikipedia.org/wiki/American_Printing_House_for...,"APH,",Louisville,,,United States,US,,,,,,,
Dental Rat (United States),grid.454423.0,Company,2003 CE,http://dentalrat.com/,,,Nampa,,,United States,US,,,,,,,
Computer Multimedia Productions Corporation (United States),grid.454424.7,Company,2007 CE,http://www.cmpc.com/home.html,,"CMPC,",Clearwater,,,United States,US,,,,,,,
ENDependence Center of Northern Virginia,grid.454425.6,Nonprofit,1982 CE,http://www.ecnv.org/,,"ECNV,",Arlington,,,United States,US,,,,,,,
Clinique Charcot,grid.477173.1,Healthcare,,http://www.clinique-charcot.fr/,,,Sainte-Foy-lès-Lyon,,,France,FR,,CENTRE-EST,FR7,Rhône-Alpes,FR71,Rhône,FR716
Dermatology Institute of Victoria,grid.477179.b,Facility,2001 CE,http://www.div.net.au/,,,Melbourne,,,Australia,AU,,,,,,,
Cosmedica,grid.477182.f,Other,,http://www.cosmedica.ca/,,,Victoria,,,Canada,CA,,,,,,,
Prism Eye Institute,grid.477184.9,Facility,2015 CE,http://www.prismeyeinstitute.com/credit-valley-eye-care/,,,Mississauga,,,Canada,CA,,,,,,,
Gift of Hope Organ and Tissue Donor Network,grid.477192.e,Nonprofit,1986 CE,http://www.giftofhope.org/,,,Itasca,,,United States,US,,,,,,,
Dermatology Specialists,grid.477193.f,Other,,http://www.dermspec.com/,,,Oceanside,,,United States,US,,,,,,,
Ziauddin Hospital,grid.477195.9,Healthcare,,http://www.ziauddinhospital.com/,,,Karachi,,,Pakistan,PK,,,,,,,
"Drs. Quinn, Foster & Associates",grid.477202.4,Other,1983 CE,http://visionsource-athenseyecare.com/,,,Athens,,,United States,US,,,,,,,
University Foot & Ankle Institute,grid.477205.3,Other,,http://www.footankleinstitute.com/,,"UFAI,",Santa Monica,,,United States,US,,,,,,,
Good Samaritan Regional Medical Center,grid.477212.5,Healthcare,1913 CE,https://www.samhealth.org/find-a-location/g/good-samarita...,https://en.wikipedia.org/wiki/Good_Samaritan_Regional_Med...,"Good Samaritan Hospital,Corvallis General Hospital,",Corvallis,,,United States,US,,,,,,,
Diabetes-Akademie,grid.477213.4,Nonprofit,1983 CE,http://www.diabetes-akademie.de/,,,Bad Mergentheim,,,Germany,DE,,BADEN-WÜRTTEMBERG,DE1,Stuttgart,DE11,Main-Tauber-Kreis,DE11B
Good Samaritan Society,grid.477215.2,Nonprofit,1949 CE,https://gss.org/,https://en.wikipedia.org/wiki/Good_Samaritan_Society,"GSS,",Edmonton,,,Canada,CA,,,,,,,
Great Lakes Research Group (United States),grid.477216.1,Company,,http://www.glrg.net/web/,,"GLRG,",Bay City,,,United States,US,,,,,,,
Durrie Vision,grid.477223.7,Healthcare,1991 CE,http://www.durrievision.com/,,,Overland Park,,,United States,US,,,,,,,
Extendicare (Canada),grid.477225.1,Company,1968 CE,https://www.extendicare.com/,https://en.wikipedia.org/wiki/Extendicare,"Extendicare Real Estate Investment Trust,",Markham,,,Canada,CA,,,,,,,
Dermatrials Research,grid.477226.2,Facility,2000 CE,http://www.dermatrials.com/,,,Hamilton,,,Canada,CA,,,,,,,
GSA Research,grid.477232.7,Other,,http://gsaresearch.com/home.html,,,San Antonio,,,United States,US,,,,,,,
Ear Institute of Chicago,grid.477233.6,Facility,,http://www.chicagoear.com/,,,Hinsdale,,,United States,US,,,,,,,
Eye Center of Southern Connecticut,grid.477234.1,Healthcare,,https://www.eyecenterct.com/,,,Hamden,,,United States,US,,,,,,,
Eye Centers Of Florida,grid.477235.0,Healthcare,,http://www.ecof.com/,,,Fort Myers,,,United States,US,,,,,,,
